,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24307,19572489,"Comfortable, modern apartment in a fun area",44739726,Megan,Brooklyn,Williamsburg,40.71722,-73.95406,Entire home/apt,200,2,9,2017-12-31,0.38,1,0
10231,7837685,Bright bedroom with private bathroom,41007099,Romina,Brooklyn,Crown Heights,40.66855,-73.92945,Private room,75,10,12,2019-05-21,0.26,1,0
20968,16608718,"Largest room, warehouse loft, prime Williamsburg",17371775,Octavio,Brooklyn,Williamsburg,40.71947,-73.96255,Private room,41,10,3,2018-08-17,0.1,1,0
41371,32223111,Clean/convenient apartment w/rooftop & gym.,9163877,Brian,Brooklyn,Bedford-Stuyvesant,40.69116,-73.95444,Entire home/apt,132,3,4,2019-06-09,1.03,1,205
33820,26788956,Sun-filled private co-op minutes from JFK and NYC,37678920,Tiffanie,Queens,Jamaica,40.67784,-73.77299,Entire home/apt,100,1,7,2018-10-21,0.6,1,0
28793,22232470,Cozy 1BR + Sofa in Quiet Part of Popular LES,17787106,Darwin,Manhattan,Lower East Side,40.71757,-73.98394,Private room,75,1,2,2018-01-02,0.11,1,0
40190,31175623,Spacious Room Close to Subway & Central Park,137358866,Kazuya,Manhattan,Harlem,40.81221,-73.94225,Private room,47,30,1,2019-04-27,0.41,103,228
17760,13937701,Entire Spacious Artist Apartment,36438456,Marco,Manhattan,Washington Heights,40.83625,-73.93915,Entire home/apt,140,2,10,2017-08-03,0.28,1,0
16364,13156842,Cozy Private Room #2 Two Beds Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69546,-73.85062,Private room,38,1,170,2019-06-06,4.49,4,192
39180,30558682,Cutepraise home in queens,229272976,Olly,Queens,St. Albans,40.69064,-73.76009,Private room,60,2,15,2019-06-17,2.27,1,356
27516,21666331,Little Gem in Brooklyn,157701601,Karen,Brooklyn,Williamsburg,40.70737,-73.93961,Entire home/apt,125,4,2,2018-08-09,0.11,1,0
13073,9898107,Murray Hill Luxury Furnished Rental,50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74636,-73.9783,Entire home/apt,150,30,1,2016-02-19,0.02,31,125
21099,16735133,Charming and Artsy LES 1-Bedroom,182670,Paul,Manhattan,Lower East Side,40.71789,-73.98308,Entire home/apt,124,28,12,2019-04-22,0.43,1,38
34914,27681710,"Private room W/ private bathroom, shower, balcony",208260240,Stan,Brooklyn,Brighton Beach,40.58087,-73.95974,Private room,45,1,1,2019-07-07,1.0,1,39
24418,19661183,Manhattan Skyline & Freedom Tower View,6484652,Una,Brooklyn,South Slope,40.66388,-73.98786,Private room,88,2,25,2018-10-14,1.04,2,0
12892,9820053,SoHo Studio,22440410,David,Manhattan,SoHo,40.72688,-74.00058,Entire home/apt,195,2,1,2016-01-06,0.02,1,0
32893,25927829,Soho!  Amazing Single Room!,192951036,Jasmine,Manhattan,SoHo,40.7258,-73.99969,Private room,119,1,35,2019-06-23,2.75,10,156
16711,13362486,Bedroom in Park Slope Apartment,75828613,Colin,Brooklyn,Park Slope,40.67148,-73.97786,Private room,40,3,2,2016-08-02,0.06,1,0
44190,34093093,Private entrance with views. 25 mins to Manhattan,20087667,Mike,Queens,Astoria,40.76962,-73.93146,Private room,55,1,15,2019-06-29,6.0,1,17
44185,34089853,Quaint And Cozy Stop Over,242296495,Angela,Brooklyn,East Flatbush,40.64979,-73.93299,Private room,28,1,13,2019-07-07,5.49,3,49
32795,25832499,summer downtown W/ TERRACE,2412677,Jenny,Manhattan,Chinatown,40.71463,-73.99216,Private room,100,2,1,2018-06-17,0.08,1,0
25801,20641793,Modern Studio 1 block away from the beach,725286,Michael,Brooklyn,Brighton Beach,40.57688,-73.95308,Entire home/apt,130,3,22,2019-06-20,0.99,1,134
6023,4407790,Retreat Room,16286162,Pat,Bronx,Allerton,40.86682,-73.85812,Private room,49,2,42,2019-06-21,0.74,4,227
38023,30043303,Cosy entire apartment in great location,22826759,Fuchsia,Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,2019-05-19,0.46,1,11
44562,34303799,Magical space in prime Williamsburg,116674915,Virginia,Brooklyn,Williamsburg,40.71417,-73.95867,Private room,69,6,2,2019-06-10,1.46,1,4
665,252076,+Highly Satisfactory LES dwelling++,297769,Tunji,Manhattan,Chinatown,40.7146,-73.991,Private room,115,4,151,2019-06-16,1.63,2,323
19766,15827538,Williamsburg 2 BR Apartment! 1 stop to Manhattan,6119933,Caroline & Georg,Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,209,2,23,2019-06-08,0.72,2,11
47774,35907876,Gorgeous 2BR / 2BA & Patio in Prime East Village,269825284,Sam,Manhattan,East Village,40.73085,-73.9837,Entire home/apt,315,5,2,2019-07-03,2.0,1,249
16121,13023771,Prospect gardens,71853402,Lorraine,Brooklyn,Prospect-Lefferts Gardens,40.65719,-73.95245,Private room,100,1,14,2019-04-30,0.37,2,304
35517,28187614,"Warm, cozy, private entrance with 2 Full bathrooms",212899703,Ms. Debra,Queens,Jamaica,40.67956,-73.76621,Entire home/apt,83,3,29,2019-06-23,2.82,3,48
5184,3741728,Missy's Place,19133023,Melissa,Brooklyn,Bedford-Stuyvesant,40.68667,-73.93897,Entire home/apt,117,5,105,2019-06-27,1.77,1,6
6999,5029204,Boho Williamsburg Room W/ Private Entrance,3646549,Katherine,Brooklyn,Williamsburg,40.71735,-73.94465,Private room,100,2,49,2019-06-15,0.9,1,149
3502,2093064,"Sunny Chelsea 1 B.R. Hi Line, Washer/Dryer, 3 Beds",7245581,Michael,Manhattan,Chelsea,40.74978,-73.99686,Entire home/apt,139,90,20,2018-12-15,0.31,19,219
15095,12051116,1BD Park views UWS,6255163,Tracy,Manhattan,Upper West Side,40.79982,-73.96192,Entire home/apt,150,2,16,2019-06-01,0.42,1,220
16166,13056210,Very large room for 1 adult,72291606,Jon,Brooklyn,Bushwick,40.69029,-73.91899,Shared room,75,1,25,2017-03-07,0.66,1,155
3457,2071873,Cozy Studio in Murray Hill,1394669,Lala,Manhattan,Murray Hill,40.75053,-73.97747,Entire home/apt,175,2,31,2019-05-26,0.46,1,33
15409,12346131,★ HEBREWS 13:2 ★,23732730,Buddy,Bronx,Pelham Gardens,40.86323,-73.84638,Entire home/apt,450,2,81,2019-07-06,2.07,4,342
16101,13009244,"Real 1-BR Home in West Village, Central yet Quiet!",10458139,Jorge,Manhattan,West Village,40.73799,-74.00074,Entire home/apt,199,31,81,2019-06-24,2.36,1,85
21516,17222011,Spacious Apartment in the Heart of Manhattan,3558557,Natalie,Manhattan,Gramercy,40.73556,-73.98913,Entire home/apt,159,2,15,2019-05-12,0.57,1,33
33920,26867888,Brooklyn private luxury room with private bathroom,11460365,Alan,Brooklyn,Bedford-Stuyvesant,40.67844,-73.93831,Private room,200,1,14,2019-02-17,1.24,1,22
33337,26337439,3 Bed / 1.5 Bath Huge Midtown Apt!,198082137,Alex,Manhattan,Midtown,40.74431,-73.98196,Entire home/apt,350,5,36,2019-06-09,2.87,1,124
29771,22882677,"Charming, Spacious Apartment on theUpper East Side",7759203,Kristen,Manhattan,Upper East Side,40.77219,-73.94763,Entire home/apt,199,5,6,2018-12-07,0.44,1,11
25195,20174127,"Nice, Clean and Comfortable Flat, Upper East Side",2778578,Isin,Manhattan,Upper East Side,40.77553,-73.9539,Private room,154,4,5,2018-09-06,0.22,1,27
5304,3833538,Classic Brownstone 1 Bed. Apt.,2141246,Polly,Brooklyn,Bedford-Stuyvesant,40.68127,-73.94865,Entire home/apt,90,3,2,2016-09-11,0.05,1,0
29829,22955342,"Bright Williamsburg room, 1-stop from Manhattan",25533198,Emma,Brooklyn,Williamsburg,40.71998,-73.96141,Private room,53,4,1,2018-01-29,0.06,1,0
33531,26523155,Hip Master Bedroom with A Private Bathroom in NYC,28325192,Brian,Manhattan,Roosevelt Island,40.764,-73.94741,Private room,150,3,2,2018-08-07,0.17,1,0
43446,33656821,Spacious and bright — Ft. Greene — best location,1364340,Jess,Brooklyn,Fort Greene,40.68966,-73.97311,Private room,125,2,7,2019-06-25,4.38,1,0
26513,21104475,Near LGA cozy room.,152177080,James &,Queens,East Elmhurst,40.77063,-73.87543,Private room,45,1,222,2019-06-20,10.39,1,164
7340,5412567,Bright & Colorful Studio in BK,19655924,Dominique,Brooklyn,Bedford-Stuyvesant,40.68856,-73.95315,Entire home/apt,110,1,3,2015-11-16,0.06,1,0
25865,20678802,Beautiful One Bedroom in Little Italy Soho,10457196,Richard,Manhattan,Little Italy,40.71923,-73.99573,Entire home/apt,138,31,4,2019-06-15,0.28,11,93
32434,25403075,Your special place in Manhattan FRONT room,191765199,Elena,Manhattan,Washington Heights,40.83387,-73.94163,Private room,81,1,18,2019-06-04,1.34,6,38
24968,20001157,CROWN HEIGHTS GUEST HOUSE 2R2L3R3L,74541079,Abraham,Brooklyn,Crown Heights,40.67077,-73.93618,Entire home/apt,399,4,5,2019-03-24,0.39,9,65
3967,2468186,Luxury Living Near Central Park,4665764,Ziporah,Manhattan,Upper West Side,40.79838,-73.96388,Private room,200,5,20,2019-01-01,0.33,1,0
46324,35196447,Private Duplex with the BEST views of Manhattan,265020897,Ben,Brooklyn,Bushwick,40.7004,-73.92766,Entire home/apt,369,6,1,2019-07-01,1.0,2,29
14841,11754084,"Sunny, East Vil 1BR w Rooftop view!",8488826,Julia,Manhattan,East Village,40.72941,-73.98336,Entire home/apt,148,4,5,2017-01-01,0.13,1,0
23935,19311153,Studio in Sunny Sanctuary,48891291,Chelsea,Brooklyn,Bushwick,40.70385,-73.92513,Private room,40,2,3,2017-09-24,0.12,1,0
10765,8281967,Stylish Studio in Midtown East,43669488,Shwetha,Manhattan,Midtown,40.7579,-73.96243,Entire home/apt,170,1,1,2015-10-01,0.02,1,0
31296,24305035,Bright and cozy apartment Williamsburg,14709426,Eloise,Brooklyn,Williamsburg,40.71746,-73.9506,Entire home/apt,120,6,6,2019-04-21,0.42,1,20
28011,21890848,Beautiful Healthy Home in Ditmas Park,21003445,Vanessa,Brooklyn,Flatbush,40.63531,-73.96546,Private room,55,2,3,2018-04-30,0.16,1,65
854,299699,Sunny apartment  in Greenpoint,1557998,Eliza,Brooklyn,Greenpoint,40.72582,-73.95843,Entire home/apt,130,4,9,2018-04-02,0.1,1,188
36413,28959854,1 BR /stove /fridge / bath/ living rm 20 mins nyc,16851857,Paul,Bronx,Wakefield,40.89502,-73.85071,Entire home/apt,75,7,3,2019-05-03,0.63,4,242
7729,5849991,3 bedroom Apt at $249 per Night.,9898029,Anthony,Brooklyn,East Flatbush,40.65041,-73.92574,Entire home/apt,249,3,10,2019-06-03,0.65,5,156
39299,30667058,Art Deco Soho Loft,22916874,Brian,Manhattan,Nolita,40.72182,-73.99567,Entire home/apt,250,2,28,2019-06-22,3.98,1,0
27068,21414821,New!! Cozy full equipped room in Times Square,155182192,Adam,Manhattan,Hell's Kitchen,40.75949,-73.9908,Private room,40,1,108,2019-05-24,5.21,1,65
18965,15058410,Spacious 1BD Luxurious room in Queens NYC,95101238,David,Queens,Ozone Park,40.68287,-73.85981,Private room,65,2,41,2019-06-03,1.2,1,353
35299,27993666,Sunny room in Park Slope with air mattress,50407407,Nicole,Brooklyn,Park Slope,40.6715,-73.98451,Private room,70,1,1,2018-09-15,0.1,1,0
2825,1583653,Private room and bathroom,8434244,William,Manhattan,East Harlem,40.79255,-73.93842,Private room,125,2,59,2019-06-16,0.84,1,360
24697,19840329,Spacious Private Space In Upper Manhattan,2351055,Leeron,Manhattan,Harlem,40.82931,-73.94801,Private room,50,4,3,2018-10-20,0.31,1,0
32302,25277640,The Greenwood - One Bedroom Garden Apartment,190962476,Teresa,Brooklyn,Sunset Park,40.66332,-73.99727,Entire home/apt,155,3,26,2019-07-06,2.18,1,67
37316,29630907,Paris in New York Cozy private entrance&bath bkfst,32295097,Maureen,Manhattan,Lower East Side,40.71454,-73.98782,Private room,125,2,33,2019-06-30,4.06,2,191
18153,14213699,"West 50th street, Lux 1bd Serviced Apartment*",22541573,Ken,Manhattan,Hell's Kitchen,40.76297,-73.98588,Entire home/apt,215,30,1,2017-12-02,0.05,87,357
11393,8847542,private bathroom and balcony,6630815,Emmanuelle,Brooklyn,Bushwick,40.68769,-73.91377,Private room,55,2,197,2019-06-24,4.46,2,21
20729,16428383,2 blocks to 2 ⭐️⭐️⭐️⭐️⭐️,45247495,Carlos,Bronx,Fieldston,40.89279,-73.89946,Entire home/apt,135,6,8,2019-07-01,0.32,1,250
43759,33851889,Spacious Room in great location,37917699,Moises,Manhattan,Inwood,40.86202,-73.92771,Private room,45,2,2,2019-06-19,2.0,1,180
45260,34643695,1B. Studio & Stay 30 minutes to Midtown Manhattan,37678939,Chantal,Bronx,Claremont Village,40.83513,-73.91093,Private room,50,2,11,2019-07-07,6.73,2,88
2393,1177971,Amazing View from Contemporary Loft,6444977,Chris,Manhattan,Midtown,40.74542,-73.98205,Shared room,80,1,66,2019-05-04,0.89,1,365
2924,1688711,Luxury Room in Landmark House,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66359,-73.95235,Private room,85,1,40,2019-06-07,0.83,10,293
30333,23451100,"Beautiful, High-Ceiling Apartment in Fort Greene",6950113,Brad,Brooklyn,Fort Greene,40.69431,-73.97063,Entire home/apt,155,1,16,2019-05-27,1.04,1,14
13076,9899132,Spacious Private 1-Bedroom Apartment,9995094,Jim,Queens,Long Island City,40.74691,-73.95348,Entire home/apt,200,3,93,2019-07-03,2.17,1,86
41596,32340585,Enjoy privacy & comfort in Washington Heights 1BR,17174170,Angela,Manhattan,Washington Heights,40.85197,-73.92853,Entire home/apt,74,1,4,2019-03-24,0.95,1,0
7041,5065185,"Spaceful 1 BR apartment, sleeps 3",10428997,Marta,Manhattan,Upper West Side,40.79463,-73.97061,Entire home/apt,165,4,72,2019-06-24,1.35,1,0
40737,31620173,"Williamsburg 1.5 Bed, PRIVATE Yard, Music Venues",237049868,Luc And Deb,Brooklyn,Williamsburg,40.71364,-73.9383,Entire home/apt,95,1,2,2019-05-06,0.56,1,0
31855,24855248,"1st Fl Studio on Upper East, close to Central Park",37421312,Nikki,Manhattan,Upper East Side,40.77096,-73.95334,Entire home/apt,125,7,3,2018-05-31,0.21,1,0
12740,9753240,Sun-drenched SoHo Duplex Loft,1342653,Andrew,Manhattan,SoHo,40.72543,-74.00242,Entire home/apt,1000,4,10,2018-11-26,0.23,1,326
37010,29420244,Cozy place,71164216,Ezra,Manhattan,Harlem,40.8063,-73.94484,Private room,70,2,13,2019-06-30,1.49,1,361
7423,5522518,Cozy & Bright West Village 1BR Apt!,201390,Meggie,Manhattan,West Village,40.73174,-74.00309,Entire home/apt,145,3,13,2016-05-06,0.25,1,0
38786,30393836,"Chic Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",107434423,Blueground,Manhattan,Chelsea,40.73934,-73.99737,Entire home/apt,278,30,1,2019-02-23,0.22,232,235
26636,21184012,"Spacious, light and clean apartment in Brooklyn",16024560,Anna,Brooklyn,Fort Hamilton,40.61902,-74.03514,Entire home/apt,130,2,47,2019-06-19,2.23,1,165
32997,26033022,"Prospect Heights, Brooklyn Loft with views",94509134,Katherine,Brooklyn,Crown Heights,40.67961,-73.96325,Entire home/apt,190,1,12,2019-07-02,0.93,1,9
41536,32291500,ROOM X,194839310,Memory,Brooklyn,Bushwick,40.68981,-73.91299,Private room,40,3,8,2019-05-19,1.9,1,0
42013,32642930,"Clean, nice specious 2 bedroom apt in East Village",54645176,Alina,Manhattan,East Village,40.72712,-73.97763,Private room,220,3,1,2019-02-26,0.23,1,0
24022,19364229,Heart of Chelsea Private room in a serviced 2BD,4048704,Tala,Manhattan,Chelsea,40.7417,-74.00229,Private room,100,3,1,2017-07-15,0.04,1,0
37594,29825609,Spacious Sunny Balcony Room in Williamsburg,57973441,Mark,Brooklyn,Williamsburg,40.70932,-73.94792,Private room,90,1,1,2018-11-19,0.13,1,32
978,393016,Your Times Square Sanctuary,1303029,Kristina,Manhattan,Hell's Kitchen,40.76013,-73.99007,Private room,104,2,133,2019-05-05,1.51,1,147
26838,21289640,Cozy nook(double room/shared bath),154037433,Roland,Queens,Jamaica,40.66934,-73.77269,Private room,68,1,14,2019-04-26,1.23,3,13
25563,20459818,Size  and Comfort  Matter!,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.6938,-73.94836,Entire home/apt,165,3,72,2019-07-05,3.16,7,226
17060,13533366,Large Room with Private Entrance Easy commute,1535912,Sijia,Brooklyn,Bushwick,40.69849,-73.923,Private room,75,2,170,2019-07-01,4.58,1,37
11334,8807842,Spacious arty loft in Bushwick,13318184,Rebecca,Brooklyn,Williamsburg,40.70548,-73.93698,Private room,50,1,1,2015-11-08,0.02,4,0
37634,29847462,"Park Slope - Brand New Bright 3 Bedroom, 2.5 Bath",5847816,Tristan,Brooklyn,Park Slope,40.66724,-73.98039,Entire home/apt,700,4,2,2019-06-12,0.32,1,174
25701,20575645,Nysa's castle,146988248,Naveed,Queens,Whitestone,40.78881,-73.82882,Entire home/apt,250,2,6,2018-03-08,0.27,1,311
11876,9247923,Stunning Greenwich Village Triplex,46631730,Anne,Manhattan,Greenwich Village,40.73297,-73.99217,Entire home/apt,325,2,9,2016-11-03,0.21,1,0
27924,21851368,"Trendy, Chill & Comfy in Manhattan NYC",153025974,Kelsy,Manhattan,Washington Heights,40.84182,-73.93898,Entire home/apt,130,3,25,2019-06-22,1.36,1,155
21835,17544220,Quite relaxing convenient shared room in UES.,94100043,Mohamed,Manhattan,Upper East Side,40.76731,-73.95419,Shared room,35,1,115,2019-01-01,4.06,2,0
39704,30907441,Willimsburg Deluxe Studio,32874565,Madison,Brooklyn,Williamsburg,40.71763,-73.95334,Entire home/apt,125,15,1,2019-01-02,0.16,1,285
19812,15860528,Big Apple Experience,102799406,Gail,Queens,Maspeth,40.71402,-73.90853,Entire home/apt,159,5,25,2019-06-21,0.97,2,299
45815,34967678,Luxury 3/2 in Prime Lower East with Elevator!,8014888,Joel And Marie,Manhattan,Chinatown,40.71801,-73.9943,Entire home/apt,499,4,6,2019-06-27,4.62,1,299
13593,10165663,Cozy Private Garden Apartment,52183960,Michael & Bethany,Brooklyn,Bedford-Stuyvesant,40.68025,-73.91199,Entire home/apt,120,2,141,2019-07-06,3.35,1,215
40148,31148404,"Luxury Doorman Apartment - POOL, GYM, LOUNGE +++",34271675,Chris,Manhattan,Financial District,40.70763,-74.00671,Entire home/apt,110,15,2,2019-05-15,0.8,1,0
40660,31540929,Classic 3 Bedroom Upper West Side Apartment,28035940,Yaron,Manhattan,Upper West Side,40.79933,-73.96794,Entire home/apt,130,210,1,2019-03-28,0.29,1,2
32676,25724871,"Bright, Breezy Private Bedroom in Harlem",26922164,Maggie,Manhattan,Harlem,40.81371,-73.95242,Private room,80,2,11,2019-01-02,0.85,1,0
29096,22356843,Bright Light Highrise Spacious Room with Balcony,382836,Chemme,Manhattan,Hell's Kitchen,40.75858,-73.99227,Private room,140,4,24,2019-06-30,1.3,4,355
29791,22911635,"Three Bedroom Duplex apart. Clean, Modern Apt. 41",80479138,Gordon,Manhattan,Midtown,40.75946,-73.96498,Entire home/apt,189,30,3,2019-04-27,0.21,5,108
14120,10830815,Bohemian Bedroom for Art Lovers,2276842,Debbie,Brooklyn,Williamsburg,40.7054,-73.94283,Private room,80,2,5,2017-01-01,0.15,2,0
46867,35466184,Beautiful large master bedroom suite,266834909,Fred,Brooklyn,South Slope,40.66512,-73.99084,Private room,60,14,1,2019-07-08,1.0,1,26
33574,26565864,Luxury East Village Penthouse With Private Deck,390844,Leigh,Manhattan,East Village,40.72436,-73.98235,Entire home/apt,199,2,9,2019-06-28,0.8,1,0
43166,33491210,Clean and comfortable private room in NYC,27947449,Teya,Bronx,Parkchester,40.83758,-73.85804,Private room,47,1,4,2019-07-06,1.9,2,167
35519,28188696,Steps 2 Prospect Park & 2 blocks 2Q Train cool apt,2568528,Maria,Brooklyn,Flatbush,40.65152,-73.96429,Entire home/apt,75,5,14,2019-05-18,1.48,1,19
43895,33932573,Modern Private BR in Ridgewood Woodbine,242962235,Yuval,Queens,Ridgewood,40.70769,-73.89641,Private room,34,30,1,2019-06-08,1.0,23,325
39658,30879375,Cozy one bedroom in the heart of Greenpoint!,159336961,Dylan,Brooklyn,Greenpoint,40.7242,-73.95126,Private room,100,1,18,2019-06-23,2.81,1,325
40645,31529989,Sunny East Village Private Room with Bath,180126576,P,Manhattan,East Village,40.72475,-73.98345,Private room,120,3,1,2019-05-12,0.52,3,0
35160,27892770,Brazilian hospitality in Long Island City,31967085,Dalva,Queens,Long Island City,40.75428,-73.93323,Private room,64,4,23,2019-06-27,2.21,1,8
30017,23107316,"Unique & Spacious, W Village. 1-Bdrm. NEW LISTING!",171678641,Max,Manhattan,West Village,40.73716,-73.99764,Entire home/apt,225,7,10,2019-04-29,0.78,1,279
23888,19275018,Spacious & bright room in Upper West near Columbia,24771293,Allen,Manhattan,Morningside Heights,40.80477,-73.96486,Private room,79,2,11,2018-02-04,0.45,1,0
570,213330,RARE Penthouse Oasis featured on DesignSponge,800223,Nader,Manhattan,Lower East Side,40.71712,-73.98898,Private room,200,30,25,2018-08-29,0.49,1,0
23764,19193139,Loft Bright Studio,133923404,Madelline,Manhattan,Harlem,40.82669,-73.94827,Entire home/apt,95,5,9,2019-05-25,0.38,1,0
11029,8520836,HUGE 3Bedroom Duplex in Meatpacking,44866282,Michelle,Manhattan,Chelsea,40.74026,-74.00091,Entire home/apt,300,1,2,2015-09-29,0.04,1,0
46261,35167683,Great Studio in Hells Kitchen Next to Times Square,158635893,Alexey,Manhattan,Hell's Kitchen,40.76366,-73.9888,Entire home/apt,209,1,4,2019-06-23,3.43,1,177
5128,3688197,Peaceful and breezy one bedroom,11371357,Julienne,Brooklyn,Kensington,40.64644,-73.9756,Entire home/apt,95,1,10,2018-12-29,0.21,1,0
36961,29385308,Brownstone Studio,221371129,Denise,Brooklyn,Carroll Gardens,40.67787,-73.99973,Entire home/apt,130,4,9,2019-06-25,1.09,1,70
26834,21288588,Spacious Brownstone Apt with Private Backyard,8345378,Kenzi,Brooklyn,Bedford-Stuyvesant,40.68294,-73.93742,Private room,130,2,20,2019-01-04,1.08,1,64
18547,14628080,Elegant Studio in the Heart of Harlem,4548229,Brinton,Manhattan,Harlem,40.80622,-73.94622,Entire home/apt,149,30,86,2019-06-03,2.51,4,220
3422,2055303,South Harlem 1 Bedroom Apartment,10526058,Ashley & Nate,Manhattan,Harlem,40.80163,-73.95413,Entire home/apt,145,3,58,2017-01-01,0.97,1,0
41826,32520602,"CLEAN, SAFE, AFFORDABLE",214863971,Elenora And Jason,Brooklyn,Flatlands,40.62063,-73.9244,Private room,40,2,10,2019-07-06,2.34,2,43
25907,20697463,"Quaint, Cozy apartment in Queens",30490972,Kirk,Queens,Ridgewood,40.69748,-73.90127,Entire home/apt,125,3,5,2017-09-25,0.22,1,0
40198,31178681,"HOTEL ROOM LIKE “T”
AFFORDABLE PRICE",59156312,Viviana,Queens,Woodhaven,40.68771,-73.86456,Private room,89,3,6,2019-04-28,0.96,9,358
47381,35711228,Trendy East Village apt for 4! Street level apt,4210130,Zachary,Manhattan,East Village,40.72438,-73.98901,Entire home/apt,199,3,6,2019-07-06,6.0,1,98
19339,15431463,Brooklyn Heights brownstone garden-level studio,2000143,Steven,Brooklyn,Brooklyn Heights,40.69468,-73.99327,Entire home/apt,100,3,24,2019-03-07,0.72,1,2
39210,30570449,PEACEFUL ESCAPE FROM THE BUSY CITY!  L/2,229147376,Melly,Brooklyn,Bedford-Stuyvesant,40.68598,-73.95735,Private room,45,15,3,2019-01-16,0.42,11,331
41559,32306527,RM#2-Bright room w/balcony 30 mins NYC & airports,241963980,Deborah,Queens,Jamaica Hills,40.71686,-73.79742,Private room,67,2,25,2019-07-07,6.88,2,318
28796,22235441,"Safe, Overnight Crash Pad Near JFK, LGA and NYC",72838963,Deborah,Queens,Jamaica,40.68411,-73.79688,Shared room,19,1,26,2019-06-10,1.4,2,138
22328,18023847,Lovely Quiet Room w private kitchen in Brownstone,123953691,Petra,Brooklyn,Crown Heights,40.67694,-73.95462,Private room,88,2,55,2019-06-25,2.07,1,282
17989,14092722,Large 1BR in Heart of the West Village,25075066,Scott,Manhattan,West Village,40.7349,-74.0005,Entire home/apt,265,2,19,2019-04-25,0.55,1,5
15986,12924969,HANCOCK MASTER BEDROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68709,-73.91989,Private room,165,1,2,2018-10-07,0.09,4,342
20885,16535746,"new penthouse w/ balcony,  city+waterfront views",1363848,Matthew,Brooklyn,Park Slope,40.67129,-73.98537,Entire home/apt,249,5,18,2019-06-30,0.67,1,54
45139,34552276,Comfy apt. Mid Manhattan - Female ONLY!,76679800,Windy,Manhattan,Kips Bay,40.74286,-73.9768,Private room,78,12,3,2019-06-02,1.73,2,41
11791,9172192,"2BR 30days MIN! Less than 30, BOOK MY ROOMS BELOW!",47705853,Katherine,Manhattan,Hell's Kitchen,40.75525,-73.99412,Entire home/apt,169,1,66,2017-08-28,1.51,3,231
8469,6507084,Renovated 2BR apartment MIN 30 DAY,23772724,Elem,Manhattan,East Harlem,40.79726,-73.9329,Entire home/apt,100,30,12,2019-03-22,0.25,15,342
12941,9839017,The new MBnb: No Breakfast. All Business.,3510997,Joe,Manhattan,Harlem,40.82545,-73.94969,Entire home/apt,149,31,24,2019-06-30,0.58,1,149
23832,19240100,"Light/Bright Artist's Studio in Red Hook, Brooklyn",29735603,Lisa,Brooklyn,Red Hook,40.6799,-74.01147,Entire home/apt,90,7,3,2018-11-02,0.13,1,215
15785,12764378,Brooklyn Suite,69255438,Mark,Brooklyn,Crown Heights,40.67828,-73.95051,Entire home/apt,180,1,1,2016-05-23,0.03,1,0
43408,33637874,STYLISH 2 BEDROOM APART. IN PRIME UPPER WEST SIDE,247067478,Antonio,Manhattan,Upper West Side,40.7977,-73.96115,Entire home/apt,330,4,9,2019-06-20,3.65,1,132
16696,13356748,"Charming, light-filled room in Williamsburg",31429931,Penny,Brooklyn,Williamsburg,40.71444,-73.94058,Private room,70,1,1,2016-09-05,0.03,1,0
3552,2119216,"Affordable, Private, Simple & Clean NYC Flat!",10806025,Christina,Manhattan,Harlem,40.82029,-73.93861,Entire home/apt,80,1,353,2019-06-19,5.26,1,258
32974,26004226,Best location - spacious room,395627,Deepika,Manhattan,Upper East Side,40.76279,-73.96266,Private room,125,1,16,2019-06-23,1.26,1,80
9288,7094112,"Stuyvesant, East Village",12749467,Naomi,Manhattan,East Village,40.73022,-73.98893,Entire home/apt,198,30,5,2019-01-08,0.11,1,301
7883,6033449,COLUMBIA PRESBYTERIAN MED CTR *AURA* Studio Apt,25237492,Juliana,Manhattan,Washington Heights,40.84035,-73.94089,Entire home/apt,95,30,11,2019-05-25,0.25,34,97
3040,1788989,Sunny and charming Soho 1 bedroom,7607092,Tanja,Manhattan,Nolita,40.72311,-73.99476,Entire home/apt,225,3,10,2016-09-01,0.15,1,0
3987,2489920,Charming Studio!--Brooklyn College ,9543143,Angel,Brooklyn,Flatlands,40.62338,-73.94078,Entire home/apt,90,7,21,2015-12-29,0.33,1,0
40401,31317645,3 Beds in Private Room 3 20 min to City,220149091,Peter,Brooklyn,Bedford-Stuyvesant,40.69392,-73.94904,Private room,85,2,11,2019-06-09,2.39,4,314
23845,19246114,Stunning modern artsy 2 bed -steam & rooftop,16262749,Abby,Brooklyn,Greenpoint,40.72092,-73.94281,Entire home/apt,350,1,70,2019-07-01,3.26,1,142
